,sentence,sentiment,1,2,3,4,5,6,7,8,9,10
782,"Hi my name is Rebecca and I was diagnosed with Mild Gastroparesis in 2006. I have always suffered with constipation from childhood and was very familiar with laxatives growing up. I also had a lot of tummy aches. However when I became a young adult; I found a way to keep my constipation under control for first time in my life; and, that was simply by drinking a 6 oz. glass of Prune Juice followed by a glass of water each night before bed. This worked for me for about 17 - 20 years. And for the first time in my life, i did not suffer with tummy aches, bladder issues or any digestive issues at all. I truly knew what it meant to feel good. However probably about a year before I was diagnosed with Gastroparesis; my constipation came back with a vengeance!! And this was in spite of drinking plenty of water; exercising 5 - 7 times a week; and, eating relatively well-balanced meals. In other words trying to take care of myself. I went immediately to have a colonoscopy done because of my age at the time, which was mid 40's; and, I just thought it would be a good idea to have that done sine I had issues from childhood. They found nothing and I was told to eat more fruit, which ended up making matters worse. Due to work; raising children; and, taking care of three elderly family members; I was forced as I waited on the doctors to come up with a solution, to start using laxatives. At some point during that time, I gradually began to experience the horrible bloating and indigestion that are part of Gastroparesis symptoms; and, I could not eat or drink without blowing up like a balloon. It was unbearable; and, when I was in that condition I could not empty my bladder. So for approximately two years I was taking Castor Oil and or Milk of Magnesia just to get through my days; and, I spent my nights cat- napping on the bathroom floor. I could not understand what was happening to me. No matter how hard I tried, I could not get the doctors to listen to what I was telling them; and, I could get no relief whatsoever. I sunk into deep, deep depression; and, I tried to kill myself one day when everyone was gone, because by this time I had been out of work for two (2) months and weighted only 85lbs; was not being taken seriously by doctors; and, could not eat and could barely drink. What I thought would be fixed in a few visits to the doctor had turned my life upside down; and, I saw no way out and could not imagine another 30 years or so of living this way. At this time I had not heard of Gastroparesis; and, even though I had had the Gastric Emptying Study (GES); the doctors did not mention that I had ""Mild"" Gastroparesis. I found out about it on a show; and, then asked the doctors about it at that time; and, the answers where very elusive for a long time until they finally did tell me. But at this time I was unaware of Online Support Groups and knew nothing about this horrible illness. I felt very alone and isolated. Nine (9) years later I am still here and still living with this illness; and, I am not sure how this story for me is going to end. I finally went down again in August of 2014, and am in the process of filing for Disability because I have fought this for nine (9) years and pushed myself to the point of utter and complete exhaustion; but, I have since found the Online Gastroparesis Support Groups; I have started one of my own; I have met some amazing people - STRONG WARRIORS!! I have also learned much about this horrible illness; and, I am trying to help educate other's through my GP Group. I have also met an amazing man with a colon irrigation device that he is trying to help me get through my insurance company because I also have colonic inertia. So we are hoping that if I can get some relief from that, then maybe I can better manage my Gastroparesis; which I now know can be brought on by laxative abuse; but, then we do what we have to do when it comes to functioning. I hope this illness will not beat me. I have a different perspective than I did nine (9) years ago. I have a wonderful GI doctor now after going through five (5) GI's; I have a wonderful psychologist whom helps with the depression associated with this or any chronic illness; and, a psychiatrist whom has given me some mild meds to help me cope and get sleep. Sleep which I missed out for a very long time. So my goals today are very different than they were nine (9) years ago. They are to Spread Awareness and Bring About Change; they are to Educate People who are new to the illness so they can be better prepared to talk with their Physicians; and, to be supportive to those who are struggling to come to terms with this horrible illness. Gastroparesis is real. It is not in our heads; and, everyone that I have talked to whom has this illness has said all of the same things: it has completely changed their life; sometimes they feel like giving up; doctors don't seem to understand; and, they would not wish this illness on anyone. WE ARE STANDING TALL - WE ARE STANDING TOGETHER - WE ARE STANDING STRONG - WE ARE GASTROPARESIS WARRIORS!!",,doctor,doctor,constipation,insurer,depression,depression,plug,job,infancy,glass
783,"April of 2009 changed my life forever. I'd just finished exercising and was hungry. I ate something with cheese on it, the next thing I knew, I was having the WORST stomach pangs. I'd had stomach problems all my life, but nothing like this. The next thing I knew I had diarrhea and projectile vomiting at the same time. My 9 yr old daughter called 911 because her mommy was screaming in so much pain. It was after this that I was diagnosed with GERD and IBS. From that day forth I stopped eating pork, beef, dairy, and fried foods. I had to figure out what triggered this episode and to NEVER put my baby through that again. It was horrible at first, not knowing what to and what not to eat. The only good thing that came from this was I lost 70 lbs. It's hard to enjoy family gatherings and vacations because I never know when I'll have a flare up. Dicyclomine has become my BEST friend. I tell my friends who suffer from this, just take it one day at a time.",,stomach,friend,cheese,pain,dairy,food,baby,family,,
784,"I used to be 100% healthy before i was 20. Then i started using lots of heavy drugs for a few years and abusing them got me a little confused but i managed to keep some balance..tho one day someone lied to me and i ended up taking 5 times more amphetamines (derivative) than i wanted to and the next day i woke up with acid relux symptoms (my guess is the nervous stress caused by this insane dose of stimulants triggered a hiatal hernia.. and thats what they found after an endoscopy. Anyway the good news is that the severe throat burn caused by the avid reflux (+ nasty ecigarettes and normal cigarettes) made me quit ALL drugs including cigarettes.. Everything. its only been one year of on and off mild stomach burns and xontinious throat burn so ill see how it goes with anti-acids and PPIs and natural herbal cures.. also im.confident that lifestyle changes (more sport, vegeterian organic food) and yoga, qigong and other healing practices will enable me to heal my throat, oesophagus and limit/stop the acid reflux so that i can function again as a normal person and follow my dreams and by happy. note: my burns and reflux havent stoped me from doing sport or studying.  :) ill update this in a few years probably. May you all find peace, remember that we can trust Life in spite of how it all appears To us, theres nothing to fear and everything to explore, these challenges make us stronger and enable us to become conscious of the neglected aspects of ourselves.",,acid,throat,flux,cigarette,drug,sport,careless,appear,peace,update
785,"Through her blog, Eats and Exercise by Amber, and by becoming the face of the Irritable Bowel Syndrome Outcome Study (IBSOS), Awareness Ambassador Amber has worked to raise awareness of IBS and encourage hope and perseverance in all those suffering with the disorder. Check out her blog. And, watch her interview with local news channel WIVB4. IBS - three letters that used to control my life. I always had stomach issues. In elementary school, I was notorious for throwing up in class. At seven, I got my first endoscopy and missed two weeks of school because I was so sick. Growing up, there was a lot of throwing up. Waking up in the middle of the night, getting sick, and then being fine in the morning with no explanation. At fifteen, I got my gallbladder taken out but the random throwing up continued. I was told that I had IBS, was given a prescription for Nexium and lived off of Pepto Bismal. While feeling nauseous wasn't fun, my symptoms were manageable. I could eat what I wanted, as much as I wanted, and never had to think twice about my bathroom habits. IBS was just something I had, and up until my sophomore year of college, it wasn't so bad... 2011 was when my IBS symptoms spiraled out of control. I don't remember how it started, but the next thing I knew, my stomach was the size of a beach ball and an X-ray showed that my intestines were completely filled with stool. I didn't understand how I was constipated; I was still going to the bathroom. I was told to take some Miralax and thought I had found the solution to my problems. Little did I know that this would be the start of my struggle with my completely out of control and chronic flare-ups. Over the next three years, I was poked and prodded at like a science experiment. I had countless endoscopies, colonoscopies, biopsies, a colon pressure exam, the Smart Pill test, as well as a slew of blood work which all came back inconclusive. Slow transit time, a loopy colon, weak sphincter muscles, but nothing was found to be the root of all my suffering. I cut out dairy, but that didn't make a difference, and despite being diagnosed with Celiac Disease, going gluten free did not alleviate my symptoms. Slowly, my medication totaled 10 pills a day, yet I was still experiencing flare-ups every two weeks. In addition, I developed unbearable stomach pain that sent me to the hospital twice, only to be sent home with pain killers for ""stomach pain, cause unknown"" and ""colic."" I sat teary eyed in my doctor's office saying I couldn't handle living my life like this. The extreme bloating and distension coupled with constipation raged on. I developed hemorrhoids that needed to be laser treated from trying to go to the bathroom so much. I constantly looked as if I was a few months pregnant. For this period of time, my IBS consumed not only my body but my mind as well. I lost track of all the college/life social events I declined because of my symptoms. I was missing out either because I was at home writhing in pain, bloated beyond recognition, or chained to the bathroom due to the constant laxative cleanses I had to endure. I began to hate my body and became afraid of food, because anything I ate would send my intestines into distress. In a desperate attempt for relief one summer night in 2013, a Google search led me to a clinical trial in my area. I completed the clinical trial for my IBS and since then have continued to work hard to pull myself out of the dark place my digestive condition was dragging me into. My entire outlook on my condition has changed which has helped me with managing my symptoms. I have a laundry list of foods I have to avoid (gluten, wheat, lactose, and FODMAPs) as well as a routine I need to follow to keep my irate intestines appeased, but I don't mind because this is the happiest and healthiest I have ever been. I have Irritable Bowel Syndrome, but it does not have me. I am in control of my life, not my chronic condition. I am beautiful, bloated or not, because my self worth is not set on my reflection. I thrive with my symptoms, not merely survive.",,pain,stomach,toilet,condition,clinical trial,blog,school,home,food,endoscopy
786,"My story is a bit different. I started going through Menopause early 2013. In addition to the Menopause symptoms, I started having a unexpected leakages of gas. Over the past two years, this has become worse, where it is a constant daily occurrence. I cannot go to church, work, social gatherings, etc. without stinking out everyone around me. I have become so accustom to the odor, that I am not aware of how bad it is until others react. I have been to several doctors, having a colonoscopy, endoscopy, MRI, CT enterography, anorectal manometry, etc. I have failed to complete two glucose breath tests due to the presence of methane gas/bacterial overgrowth. I have been on numerous antibiotics and take a probiotic on a daily basis. The doctors have not witnessed my odor, so are having a hard time realizing the seriousness of these symptoms. They think it could be mental due to menopause. It definitely is not mental, it is rectal! I do not vomit or have diarrhea. I do not have abdominal pain, although I do have bloating. I do have regular stools; however, I am sometimes left with residue. I wear a panty liner, have tried charcoal pantiliners (ineffective), and have tried various foodmapping charts that were inconclusive. Has anyone tried or heard of LEAP (Lifestyle Eating and Performance) and the MRT (Mediator Release Test)blood test?",,gas,doctor,doctor,blood,tale,Mediator,performance,lifestyle,charcoal,regular
787,"This is my mother's story.  April 2013, elective surgery for lower back pain.  Same day surgery, in and out.  Within 48 hours my mother rushed to the hospital with a blood clot in the lower back and was sent to surgery to alleviate.  Within a week of the 2nd surgery she was again hospitalized for fluid.  As a result my mother was left with a syndrome called ""cauda equina syndrome"" because the nerves were damaged and she now has to self catheterize to relieve her bladder, she's unsteady on her feet and she just feel and broke her hip--but the worst of all is the day-to-day pain from lack of motility in her intestines.  She's either constipated or has diarrhea.  It's a vicious cycle.  Does anyone know of help in the New Jersey, Delaware, or Maryland areas?",,surgery,mother,pain,syndrome,tale,blood,clot,foot,foot,hip
788,I had to take laxatives for 52 years. over the that made me more spastic as time passed . now I am living with terrible ever day. I almost pray for diarria. I am going to ask for removal of my colon. that can have consequences that could kill me. but right know I am living a unbelieving hell. I pray every but it gets worse . god help me please.,,removal,,,,,,,,,
789,"I had an ulcer when I was 7 years old. My first experience with internal problems. In my 20's it was issues with constipation. It seemed like I tried everything under the sun. Some would work for awhile and then stop. In my mid 30's I was starting to have severe digestive issues, then pain, etc. I had an endoscopy which showed nothing. I was given different acid reducers finally working up to the PPI's. Then more problems so was sent for more tests. It took a year and a half to find out my gallbladder was not working. No stones, it was diagnosed as biliary dyskenesia. A little while after that I started having some similar problems but not constantly. Saw a different gastroenterologist and had an upper endoscopy and colonoscopy. Nothing. Went back again and she finally tried an ERCP which showed sludge in the bile ducts. I had a sphincterotomy then because the sphincter wasn't working properly. Sphincter of Oddi dysfunction. In my forties I have had more problems with pain, terrible digestion. Have had more tests recently for the small intestine which have not showed anything except some dilated bowel this last time. The GI doctor thinks irritable bowel but it's not always consistent with that. Fortunately my primary care Physician does not give up and is working with me trying to figure things out as I can hardly eat much anymore.I am now 51 years old.",,pain,endoscopy,exam,Primary Care,calculus,doctor,doctor,digestion,sphincter,bile
790,"I have had gastroparesis since 2008. I am dealing with the symptoms quite well currently. However, I developed Tardive Dyskinesia in Dec. 2013 after taking Reglan for almost 5 years. After many searches online regarding GP and TD, I discovered there have been lawsuits brought against the manufacturers of Reglan by TD sufferers. I am interested in pursuign something like that because I know my care providers I was seeing in 2008 and those I have seen since never warned me of the risks of taking Reglan long term. Nor did they mention the issuance of a black box warning on the drug or indicate how severe TD symptoms can be. I would like to hear from anyone who has advice to give about this matter. It would also be nice to hear from anyone who has TD because he/she also took Reglan. Thank you, Phyllis",,online,demand,lawsuit,manufacturer,risk,long term,box,box,drug,
791,"IBS-C started in the summer of 1975 and I was hospitalized for 3 days in which I endured both upper and lower tests, and the doctor attributed the problem to stress; so I stopped driving taxi on the night shift, changed my diet, cut out alcohol, and went back to school. When I returned to driving taxi in 1982 none of the problems returned until one early--morning in the winter of 2005 I could not get off the toilet, and I started having Diarrhea every morning lasting for at least 8 episodes at least 4 days a week, and I took everything to try and stop the flow, and the only stoppage came is when the bowel emptied, and then I would try and sneak up on some food. I went to the VA ER numerous times and the ER Docs finally made an appointment for the GI Clinic, and I hd to wait 2 months for the visit; and, so in and out of the Clinic and I was tested for everything like I am allergic to milk, citrus and lactose intolerant. I was given Riffaiaxcin and it works great for 21 days I felt like I was 21 years old again; and the same thing happened with Ciproflaxin, but the Docs say they could not keep me on the drug because they did not want me to be dependent on the drug, not to mention, of course, that Riffa is 800 dollars a prescription. Finally, the Docs gave me a Low Carbo diet to adhere to, and that has been my salvation. I quit smoking over 6 years ago, and I don't drink, and I don't eat any food fry cooked in oil; no garlic; no Asian food except Pho; no fast food; nothing I am allergic to; just broiled and baked and bland. Consequently, I still have Diarrhea once or twice a month ""just because."" But, this diet is a godsend for me as I could return to work part-time, and I can go to converts and movies and, maybe, a date without being embarrassed.",,diet,food,taxi,drug,allergic,fast food,clinic,bake,Asian,garlic
792,"I've had IBS-D for over 20years now and have learned that anything high in fiber, fast food, prepackaged foods, alcohol and even milks will keep me running to the bathroom 4-5 times a day. sometimes it just doesn't matter what I eat, I'll get bloated, pains and then the diarrhea will start the next day. Of course, 30 minutes after I eat I'll have to use the restroom. So timing is everything. However, I don't let this condition stop me from living my life. I think the first part of having IBS is not being ashamed and hide your condition. Be open to yourself and others around you that you just might have to jump up and use the restroom without warning several times. I make it a habit to carry extra clothing, diaper wipes and depends with me. I commute to work 1 1/2 hours a day each way. My IBS is usually in the morning and sometimes I can't stop and find a restroom in time. So now, I just put on my adult diaper and go. If I make it I make it and if I don't, I can take off the disposable panty, pull out the wipes and I'm back on the road feeling fresh, clean and confident. I don't have to worry about changing my clothes if I have an episode. I will have to say that I still think the IBS starts in the stomach because it feels like an infection and your body just can't get the food out fast enough. Well that's my quick solution for managing my IBS, until they find the cause and for those you who are active and don't want to stop, just go out and buy some disposable underwear and live your life!",,toilet,food,condition,garment,fast food,high,alcohol,pain,adult,start
793,"I am a 51 year old woman. As a child (think 3 grade or so), I had constant constipation. Eventually, after a few years, it called itself down and I had a normal high school and college life (except what they thought was an ulcer, have since found out it was hiatal hernia). But then I graduated from college and the real world took it's toll. At 27 I was diagnosed with IBS. Every thing I ate went right through me in about 25 minutes or so. The doctors tried several anti-spasmodics which would work for a period, then not at all. I began keeping a log of everything I ate at the recommendation of my psychologist. Over time I learned some of the triggers, such as crowds, waiting in lines, dating, movies, and many many foods - all were removed from my life. I basically became a hermit and found even getting to work difficult. I take imodium daily (under doctor supervision) but sometimes that still does not work. If I want to go to a musical or concert, my only recourse is to not eat for 2 days before the event. I have recently found out I have an allergy to soy and removing that and all pre-packaged foods has helped, but I'm still very limited in what I can eat and life in general",,food,doctor,doctor,allergy,woman,event,concert,line,trigger,psychologist
794,"Thank you to everyone who was willing to share their storiy. They gave me the courage to contribute here. I am a 46 year old male and I have suffered from chronic constipation since early childhood and the cause is not mysterious. I was born with a neurogenic bowel and bladder defect so bowel function has never been normal for me. My chlldhood was filled with painful enemas. But what is most depressing for me right now is that I have to regularly disimpact my rectum of hard, dry, stool. It is just that bad and needless to say it does not make me feel very good about myself. I certainly do not feell very 'sexy'. While I could elaborate on endless details about my how this has affected my life I will just summarize by saying that in addition to the physical discomfort an never ending malaise caused by chronic constipation, I feel that the 'social' costs have been the most bothersome. This begins with the observation that there is basically noone to talk to about this problem simply because noone really wants to discuss it. Physicians are quite dismissive and will just give you the standard recommendations of more water, fiber, exrcise, etc. None of these things have ever had a noticable impact on my situation. There is no 'remedy' for someone with nerve damage. Its likely that most physicians have no idea what its like to live day to day and be this constipated. The fact is that I feel really different than other people and not able to take care of yourelf in a very basic way. I find this very alienating, My wife is very suportive but that dosen't seem to help how I feel. Unless by some miracle I happen to meet someone on this site (frankly, I can't imagine how we would ever 'connect') I am likely to keep feeling pretty lonely. And yes...I've been to therapy. I've been going for years. At least this forum seems like a step in the right direction. I have essentially remained chronically constipated by default since lack of normal nerves and poor bowel control when combined with laxitives, too much fiber, medications, etc. just cause too much unpredicatbiltiy for me. I simply do not have enough time to get to the toilet in the case of an emergency and since I have never had any kind of bowel schedule, I never know how and hen my body will react. Sometimes I am afraid of accidents or not being near a toilet so I just cancel plans or have a tendancy to stay home way more than I would if I didn't have this problem, It seems as though plenty of people in this forum suffer this dilemma as well. It seems that I only have the choice of these two extremes: unbelievable constipation requiring manual disimpaction or unpredictable gas, cramps and loss of control leading to an accident. For these reasons, having a bowel problem causes me a lot of complicated feelings. When it comes right down to it, I really don't want to discuss this topic at all. However, as sufferers on this forum would know, I NEED to talk about it. But mainly, there is noone to talk about it with anyway. For me, these are the social complexities related to having a bowel problem. I'm not sure I will ever feel that mentally comfortable with any of it. And I feel like I've really tried. I really know how it is and my compassion goes out to everyone on this forum.",,forum,forum,constipation,people,accident,toilet,medication,loss,cramp,gas
795,"I was diagnosed with IBS recently. I am young, and for that I know that I have years ahead of me to go. But I feel that I should't worry. Pain will pass, as it is only temporary. Just take it a day at a time, sometimes even minute by minute. It will pass. Don't worry and enjoy what you have. You have been blessed. Don't let anything stop you from doing what you want. Thank you for letting me write. It helps me too.",,pain,,,,,,,,,
796,"Cheer up folks!!! I read stories about people staying home all the time and scared to leave the house. I have had incontinence for over 10 years. I am now a 55 year old woman who wears diapers and has a wonderful life. I can go most anywhere and remain stealth about my diaper issues. I got used to them, stopped worrying about it and just enjoy life. Most of my girlfriends at work know I have to wear them and are understanding, but the truth of the matter is, most of the time they dont even remember I am wearing them. I dont tell folks that I have a mess in my diaper. Jeez, I just deal with it, which is usually just leaving it there till I have a good place to change. IT is not a big deal. Even if it is BIG ha ha. My suggestions: Use a high absorbancy diaper with a liner if you are going to be out for a long time. Wear plastic pants over your diaper and control top panty hose over them. This keeps you stealth in most situations.",,home,tale,people,woman,job,place,high,shorts,,
797,"Gastroparesis the beginning. I believe my journey began in 1989 with the first migraine, but I didn't realize it. The first migraine I had was a reaction to Indocin. I thought, at the time! And it may very well have been! What you also need to know? Is that I was an avid exerciser, biker, jogger, and really worked at being healthy. Always had sinus and constipation issues but did my best to get around those without slowing down and you would not see me near a doctors office~~ until it interfered with my life! Which one winter it did with pleurisy... My Dr just shook his head, when I said, "" I can't run... Because it hurts to breathe,!"" And he says, "" well yeah!"" One thing which might help to understand my personal tenacity? Is to know, I was hit straight in the driver's side door in 1990. I was leaving an observation of elementary school to then drive two hours for exams towards the end of a semester, to finish a degree in early childhood education! My car was totaled, my tooth knocked out, lower front jar broken, muscles pulled from back of my neck, and all I could think of was ""this is not! Happening right now! I am finishing this degree!"" I would get my mouth wired, go home, return to the hospital with concussion symptoms and AGGRAVATED! But would return to my classes in a neck brace. Okay, so fast forward to many years later and I begin to have non- stop stomach viruses. They were also linked to a period of time with massive migraines, sinus polyps, walking pneumonia, two sinus surgeries, allergies, and then the hunt began. 1996 I had a hysterectomy and appendectomy because of repetitive ovarian cysts bursting and forming with endometriosis. Along with the ongoing -unrelenting GI issues. Things would calm for a period of time. Then I would go into fight to keep my job to only lose it again with nausea, vomiting, diarrhea, abdominal pain recurring again with bouts of constipation. The dehydration and migraines with a merry- go- round of symptoms hiding themselves from the normal tests made diagnosis difficult back in 1996 - 1998. I would be fired from my teaching job... Get another job .. Then be fired from it while in a hospital bed. Then while in the gastroenterologist Merry-go-round ... a precious Doctor told me ... ""I am referring you to a motility specialist."" I immediately asked him, "" do you think I am crazy? What kind of doctor is that?"" Because to be honest, this was getting a little crazy and at this point, I had never heard of a motility specialist! 1999 He reassured me and this phase of my journey would lead me to Dr Thomas Abell ... Thank God! Who removed the question marks and got everything stabilized enough to do testing and begin the diagnostic phase. The answers weren't easy.. But the point of this whole story is ... I would not have found out, I had gastroparesis, a paralyzed colon ( pseudo-obstruction) , received help for these migraines ( abdominal based) and went on to peel back the layers of sjogrens and mitochondrial malabsorption disorder.... Neuropathy. ( i probably left something out ... I live in a semi- state of denial) The first set of doctors were the ""best"" but clueless! The second tried, but referred me, and that led me to the ""third time is blessed! "" The third attempt I was blessed enough to meet a Doctor who had trained under Dr Thomas Abell! 2000 He would go on to send me to South Carolina and Dr Lahr and have a colectomy - which changed life measurably. Did not change the facts, but made it less miserable! So, from a diagnosis in 1999 to today trying to stay alive~~~ the theme is persevere one moment at a time. Doing what is necessary is not easy, nor do we always have the strength to do so, but it is better to go forward .. No matter how tedious or difficult! So, on this synopsis of a journey which did not accept the gastric electrical stimulator, I have gone through a PICC line placement from 1999 - 2005, port-a-cath placements from 2005 - present. ( on fifth port) I celebrate today, but pray for a better tomorrow and research with diagnosis codes which allows for treatment without hearing "" we know you need this, but because others have messed up - we have limits which have been put on us"" Then you ration your meds.., and the insurance company decides not to pay for an item which meets the criteria for which they are basing their denial! We are survivors of this journey- have perseverance ~~ even in those moments when we feel our well is empty!",,doctor,doctor,migraine,job,diagnosis,Early Childhood Education,constipation,insurer,exam,expert
798,"I am a 70 year old woman who was diagnosed with IBS-D about 25 years ago, though I think I had mild symptoms for 15 years before that.  Since then, I have gone through many different treatments and approaches, and have visited numerous doctors and practitioners.  Some things worked for a while, but then stop working and I am back looking for the ""miracle"" cure... and everytime something stops working, the symptoms, especially the diarrhea gets worse. I have taken Imodium, Bentyl, Levsin, Lomotil, Xanax, Donatal, Desipremine, Questran, psyllium, Citrucel, raw Chinese Herbs, prepackaged herbs, Pepto Bismol, peppermint capsules, homeopathic remedies, glutamine, probiotics, vitamin b, fish oil, and several combination supplements prescribed by a naturopath.  I have seen an acupunturist, several GI specialists, a chiroprator, a Chinese herbalist, a homeopath.  I have tried a low FODMAP diet, a dairy-free and gluten-free diet. I have stayed away from any raw foods, and from fruits and vegetables.    I am now so discouraged as nothing is currently working and I keep on having diarrhea. I take Imodium to stop the diarrhea but I dont want to take it regularly because after a while, it stops working.  My husband and I are going on two trips to Europe this summer and I really worry about being to eat out and being out all day.  I hope that I can take Imodium every day and that it will work for the time that I am away.  I am trying another doctor this month to see if I can get all those breath and motility tests.  Also, has anyone heard of the Genova tests for food intolerances?",,doctor,doctor,Chinese,herb,diet,food,fish oil,Summer,woman,trip
799,"I'm a46 year old female sitting in a hotel room with painful symptoms of ibs. I've been working with a g.i. Doctor who suggested I look into a low Fodmap diet. I did, and symptoms greatly improved! It's been tough eliminating foods and introducing them- results will vary and it gets confusing. I recommend using a nutritionist- next on my docket!! However, I've lapsed on being conscious of what I eat and am now paying the price with bloating, extreme bms and cramping. Diligence is the key-along with exercise and a healthy way to alleviate stress. I LOVE food and it's so hard when one is away or on vacation to figure out what eat. I don't mean to whine.... But I wish there was a quick treatment that was guaranteed to work...",,food,hotel room,female,doctor,doctor,diet,result,diligence,exercise,treatment
800,"I've had symptoms of IBS for over the last two years or so... just before I graduated. I didn't think much of it at first and thought the symptoms would pass. As a student my diet wasn't great but it wasn't that bad either. Soon afterwards the stomach pains became a part of my everyday routine, followed by constipation - I would drink litres of juice or lemon water, eat bags of prunes and apricots after taking medicated pills desperately waiting for relief. Two years down the line I can now add flatulence to that list. IBS is really upsetting and for me it is also stress related. These days my stress also includes worrying about using the toilets at work. I feel tired all the time, unable to concentrate or focus for long, horrible all day long and restless at night. I'm twenty two years old and I feel that I can't honestly speak to anyone about this as they don't understand what I'm going through. I'm glad to know that there are others out there who have found ways of coping with IBS. I feel at the moment that it is consuming me but am hopeful that one day I will have it under my control.",,stress,student,diet,stomach,pain,constipation,litre,juice,bag,apricot
801,After 50 years of dealing with IBS may I suggest the following: What to do when IBS attacks in rush hour traffic. Prepare an emergency toilet kit and place it in your car. Some people include clean underware and pants. Emergency toilet kit Metal bed pan with absorbent bed pan liners (Walmart) 2 bed pads (doggie pee pads work well) TP and a small package of baby wipes or adult wipes Small hand sanitizer Small air freshener 1 small trash can liner Procedure: 1. Pull off the road to a safe and private spot. Turn off the car and apply the break. 2. Grab your emergency car toilet kit and move your car seat back. +This is a good time to ask passengers to “take a short walk” if the area is safe. 3. Place one absorbent bed pad on the seat and backrest to aid in clean up. 4. Position your pre-lined bed pan against the back of the seat. 5. Slide down pants and underware and sit on the bed pan. 6. Cover yourself with the second absorbent bed pad 7. Relieve yourself and wait for the absorbent material to control liquid 8. Wipe as needed with TP and wipes. 9. Slide the bedpan to passenger seat and return clothes to their normal position while covered with the bed pad. 10. Roll absorbent materials and place in a small trash bag for disposal. 11. Clean your hands with sanitizer wipes. Spritz car lightly with air freshener or air out the car before passengers re-enter. 12. Dispose of soiled materials and refresh your emergency car toilet kit when you go home. For good psychological health remember that this happens to thousands of people every day. Congratulate yourself for having a great emergency plan.,,car,toilet,bed,passenger,rush hour,psychological health,garbage,plan,people,bag
802,"my story of my life started with ibs,then very painful spasms of pain and diarrhoea up to twenty times a day , after two children . i then had multiple surgery non bowel related ,gall bladder,hysterectomy etc the intense pain eased ...then my energy levels sank, food no longer seemed to be doing anything .. then pain everywhere crept in even sitting on a chair hurt. i was then diagnosed as vit d and b12 deficient , over the next two yr s my energy levels have drop t even some days to go upstairs is exhausting, i fill up with pain and sleep loads. (overwhelming comatose feeling) earlier last yr at a friends wedding i collapsed in the toilets in agony in my lower left side of my stomach, i awoke to be told i had a stoke (ischemic colitis) and provided infection didn't set in ,and kill me ,i would be left with ongoing complications! ( shock to me this is not ibs!!).my bowel isnt moving as it should ,causing constipation. since then i am terrified they are unable to find the cause of lack of movement and i have been in hospital multiple times dehydrated. they rehydrate me and off i go again. has anyone else experienced this?? i am told it is very rare , i am only 42 and this is an exhausting scary condition.",,pain,energy,condition,tale,hydrate,constipation,infection,colitis,stomach,side
803,"Hi My name is April!!! I am so excited to share my story! Omg first and foremost to everyone living with this God awful disease Gastroparesis I love you and I am praying for you constantly! Well I was diagnosed with diabetes when I was pregnant with my youngest son! Horrible at keeping my levels under control thinking ir was a game! Well in 2010 I had my first set of symptoms and didn't know! I was at work and I started hurting and vomiting everywhere o was rushed to the ER they made me eat some God awful radioactive eggs! Then I had to just wait! They never told me what was going on I got better and never thought about it again! Then in May of 2012 I was at work again, stomach started hurting again, this time I had to eat radioactive oatmeal!! Again God awful! Well this time I had to resign from my job bc I wasn't getting better! I have DOUBLE Ds!!! When I say they went down to A CUPs I knew it was a problem! I started at 142 ended up at 93! 50 lbs within 3 months! I wanted to die! Every time I would go to the ER they would think I'm addicted to pain mess but let's keep it real u guys know that's all we really have to make it go away! I saw dr after dr! Then we decided to get the stimulator! 60,000 might I add! Well insurance paid of course! Only 20.00 bucks opp! My surgeon who was 300 miles away had the remote and he has to keep tweeting it over a course of months! That still really didn't work! My family put me in the behavior health bc I wanted to die!!! I couldn't recognize myself and the pain was unbearable! I would make myself vomit to get relief! My kids cried constantly! Well my fiancé (the greatest most patient man on Earth) pushed me into caring again! We started doing our own research! So I noticed I would really only have flare ups when I'm about to have a period! So Gastroparesis also makes women have endometriosis! So we figured if we could maybe stop the pain we could maybe relieve some symptoms! So I asked my Dr to put me on Depo Prevera saying that that could kill 2 birds with 1 stone! No more periods and I heard it makes u gain weight! Omg I promise on my life it started working almost instantly! I took the shot the beginning of July I started feeling better within a few weeks! Well of course you have to take the shot every three months and I forgot! I had been good the whole 3 months then around October I got sick again! Had to take a 3 week loa from my job that I had just started 7/7! So my dr put me back on the shot I got better within a few weeks and I have been taking my shots and feeling healthy and living my life again!!!  I'm currently 146! I know everyone isn't the same but if this could just help 1 person I would be a happy soul! I don't wish this pain on my enemy!! Hope u enjoyed!",,doctor,doctor,job,pain,God,radioactive,health,opponent,kid,boyfriend
